,label,name,party,wahlkreis,x,y,digital,familie,demokratie,natur,arbeit,top_word_0,top_word_1,top_word_2,top_word_3,top_word_4,top_word_5,top_word_6,top_word_7,top_word_8,top_word_9,top_word_10,top_word_11,top_word_12,top_word_13,top_word_14,top_word_15,top_word_16,top_word_17,top_word_18,top_word_19,top_word_20,top_word_21,top_word_22,top_word_23,top_word_24,top_word_25,top_word_26,top_word_27,top_word_28,top_word_29,top_word_30,top_word_31,top_word_32,top_word_33,top_word_34,top_word_35,top_word_36,top_word_37,top_word_38,top_word_39
86,matthias-schmidt,Matthias Schmidt,SPD,Berlin-Treptow-Köpenick,86.75738,-115.09346,0.029818272278912324,0.0,0.01358331256441837,0.0,0.007125344300202971,Alltagskriminalität,altern,Martin,Schulz,Sport,ankommen,Ehrenamt,Alltag,bekämpfen,Thema,gemeinsam,gerecht,stärken,Zukunft,gewähltes,gewährleisten,gewähren,gewiß,gewiss,gewinnen,gewählt,gewerkschaftlich,000,gewöhnen,gewaltbereiten,getrennt,gesundheitlich,gesunde,gesund,gesteuerte,gestern,gestalten,gespalten,gesichert,gewaltsam,gewaltig,ggf,gezielt,großzügig,großkonzerne
87,christian-vey,Christian Vey,PIRATEN,Stadt Hannover I,-1122.7987,156.56003,0.02261937476465152,0.06578617005064946,0.13431893141552773,0.0,0.0,wissen,Einzelner,schadet,Verwendung,willkürlich,Allgemeinwohl,bevorzugt,frei,total,freies,Freier,wagen,wissenschaftlich,Datenschutz,transparent,Privatsphäre,Datum,Überwachung,abhängen,Lobbyismus,Geldbeutel,Zugang,Bildung,vier,funktionieren,Fortschritt,Bundesebene,Transparenz,oft,Grundlage,persönlich,daher,Entscheidung,Interesse,hören,Recht,fördern,Wirtschaft,Demokratie,Staat
88,johann-albrecht-rommel,Johann-Albrecht Rommel,MLPD,Neuwied,131.8473,712.851,0.009272498813953691,0.009946849637140504,0.03163173148743978,0.007486475373359295,0.02439845447117024,Arbeiter,Arbeitsplatzvernichtung,Umweltzerstörung,letzter,Kapitalismus,einsetzen,Kampf,Problem,Gesetz,international,bedoht,rechtlosigkeit,Gesundheitszentrum,Montag,Protest,ausgehend,sprachlich,Kobane,Januar,arbeiten,klar,verlagern,gewaltig,Gewerkschafter,bezeichnen,unterlaufen,koordinieren,Asien,Niedriglohn,Betrug,IS,2004,Herzensanliegen,Zeche,Rechtsruck,MLPD,Nationalität,Lohndumping,Steigerung,Liste
89,andreas-schwarz,Andreas Schwarz,SPD,Bamberg,815.24335,-193.89433,0.0,0.08709818189106769,0.044900849017412856,0.0,0.004043603233647004,Deshalb,Steuerbetrug,KITA,bestrafen,Steuergerechtigkeit,Chancengerechtigkeit,spürbar,Studium,effektiv,ausstatten,kostenlos,beginnen,Mittelstand,Ausbildung,bekämpfen,Kommune,Wohnraum,Ort,finanziell,Bildung,Bürger,000,gewählt,gewähltes,gewiß,gewiss,gewaltig,gewerkschaftlich,gewaltsam,gewähren,gewaltbereiten,getrennt,gesundheitlich,gesunde,gesund,gesteuerte,gestern,gestalten,gespalten,gewinnen
90,dr-dietmar-bartsch,Dr. Dietmar Bartsch,DIE LINKE,Rostock - Landkreis Rostock II,1023.4559,414.42532,0.02723200423845,0.03345969258229836,0.04354958588673154,0.004024154094440087,0.1324899122473981,Million,bedrohen,Statt,friedlich,mickrige,Vermögensmillionär,Beziehende,norm,Testfeld,bange,Rentenangleichung,Ostdeutschland,Ostlöhne,Epidemie,wahnsinniger,aufbringen,Superreichen,gängeln,Fünftel,Westniveau,Umweltkatastrophe,Sozialabbau,ansetzen,zugehen,2025,Normalverdiener,Minijobs,Rüstungsausgabe,zügig,Steuerreform,Pflicht,Tagesordnung,Hunger,unantastbar,Entwicklungshilfe,aufstocken,wiederherstellen,überfällig,ungerecht,unten
91,christoph-plos,Dr. Christoph Ploß,CDU,Hamburg-Nord,-649.3143,-856.18604,0.038021871706313236,0.08012636448552153,0.0,0.010819135186852557,0.01716057928679063,Leistungsgerechtigkeit,stark,gerne,gestalten,arbeiten,sicher,Arbeitsplatz,klar,Wirtschaft,Chance,Familie,Sicherheit,Zukunft,Ziel,leben,gewähren,gewähltes,gewählt,gewiß,gewiss,gewinnen,gewerkschaftlich,gesetzlich,gesichert,gewaltbereiten,getrennt,gewährleisten,gesellschaftlich,gesundheitlich,gesunde,gesetzeswidrig,gesund,gesteuerte,gestern,gespalten,gewaltsam,gewaltig,000,gewünscht,großzügig
92,sigrid-hupach,Sigrid Hupach,DIE LINKE,Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis,276.66174,-851.8908,0.0138303988636303,0.0,0.02193265237719706,0.0,0.006413021960358737,Thüringen,intensiv,Verein,kulturell,kennenlernen,Süd,Einwohner,einarbeiten,Nord,Anregung,Planbarkeit,Vereinfachung,auskömmliche,aufgeben,Bad,Lebensverhältnis,freuen,Maßstab,Abstimmung,Großteil,Verband,gern,Ost,erfüllen,Bedeutung,West,Wunsch,Gespräch,gleichwertig,ehrenamtlich,zuletzt,all,Sicherung,Lage,eintreten,Ausstattung,Vielfalt,langfristig,Engagement,besonderer
93,eric-holtschke,Eric Holtschke,SPD,Vogtlandkreis,309.46542,-516.6535,0.03606865911611603,0.023463506127864873,0.02784855844978949,0.07059570734065188,0.1110391525312177,Vogtland,Einkommen,Beteiligung,ÖPNV,Europa,ideell,bstärken,bildungsangebote,privatwirtschaftlich,bussen,innenstädte,wehrhaftes,nachhaltig,finanziell,Forschungsinstitut,Vogtländerinnen,Fernverkehrsanbindung,Vogtländer,altersgerechte,Ausbau,Bindung,Wochenende,Eintrittsalter,Unternehmensgründungen,fortschreiben,Wirtschaftsentwicklung,Freistaat,tariflich,Ansiedlung,erhalten,barrierefreie,demokratisches,Infrastruktur,fördern,Anpassung,gewerkschaftlich,Eigenverantwortung,Gewerbe,stabiles,hoch
94,sandra-weeser,Sandra Weeser,FDP,Neuwied,-609.6753,-576.1014,0.033210261079081066,0.1110139481808948,0.0514927756562813,0.03116972064535412,0.023008290939863882,verfolgter,Gründerkultur,Kriegsflüchtling,gebären,Bildung,dauerhaft,stärken,Veränderung,Chance,mittlerer,bieten,alt,international,ineinandergreifen,wertvoller,taktisch,wirtschaftliches,jahresindividuelle,klein,Steuerabteilung,einfachere,Regelfall,Schulfach,Rentenformel,unwichtig,desto,Verteidigungs,Gebrauch,Wertegemeinschaft,Alterspyramide,newcomer,Unternehmen,komplex,Grundwissen,aufkommen,Anzahl,Gründergeist,Elternhaus,uneingeschränkt,verbergen
95,engin-eroglu,Engin Eroglu,FREIE WÄHLER,Lahn-Dill,79.538086,-589.85376,0.0288992988002734,0.09707468651349936,0.05531487713963705,0.017382620509507934,0.008503905689698455,Europa,fördern,stark,sachorientierter,bürgernahem,ideologiefreie,regenerierbaren,drittstärkste,wirtschaftlich,pressen,Vorantreiben,wohnortnahen,bedeutend,dezentrale,zentralistisch,familienfreundlich,seit,stellen,schwächsten,Energiekonzern,Bürgerwille,ausreichendes,Herrschaft,bestätigen,Abschluss,Mitspracherecht,Gewerbe,Personennahverkehr,Staat,Krippen,Chancengerechtigkeit,Brüssel,Zeitalter,Großkonzern,fangen,Überzeugung,Studium,WÄHLER,sinnvoll,ausrichten
96,toni-jaschinski,Toni Jaschinski,DIE LINKE,Mecklenburgische Seenplatte I - Vorpommern-Greifswald II,799.9641,265.49887,0.013794997976569566,0.034464240438730205,0.006683822008139832,0.03844916284175982,0.15056736845802213,notwendig,Darum,darum,schaffen,regional,Leben,ländlich,abschaffen,bekämpfen,würdelos,Armut,solidarisch,Nachfrage,Elend,stopp,Militärintervention,vereinfacht,zukunftsangst,Hierdurch,Neubrandenburg,Vermarktung,Lohn,zugeht,Geschäftsführer,oberhalb,lediglich,dulden,Sozialwohnung,jegliche,Mieterhöhung,Vielzahl,unsinnig,gerecht,Hürde,Waffenexporte,scheitern,Verfahren,Praxis,landwirtschaftlich,realisieren
97,bernhard-schmitt,Bernhard Schmitt,ÖDP,Aschaffenburg,-748.7747,167.34674,0.010380082113766422,0.014778930097938332,0.040250457261010376,0.0381205221890859,0.006538793738431825,ÖDP,weniger,einzig,wachstumskritisch,ausbeutet,Wohlstand,Satzung,JEFTA,Sponsoring,auskommen,PS,Anti,NEIN,Spende,europaweit,materiell,Zeit,TiSA,Beziehung,verzichten,Verband,per,Korruption,tatsächlich,fragen,Erde,Firma,sagen,CETA,Massentierhaltung,Voraussetzung,TTIP,benötigen,davon,wirklich,Kultur,Natur,sehen,arbeiten,Umwelt
98,sven-kobbelt,Sven Kobbelt,FDP,Esslingen,-533.27576,-408.85538,0.0346783827340961,0.05432378713270816,0.04925197975677936,0.013802694588550964,0.008708818670026132,Internet,weltweit,dreigliedriges,noVDS,Überwachungsstaat,one,unübersichtlichen,Bildungsföderalismus,Behördengang,wen,liberaleres,Löschung,Richtlinie,überdenken,durchlässiges,Norm,stop,Sprachförderung,duale,Vielzahl,Stichwort,finanzielle,Freizügigkeit,lebenslang,Presse,Schule,Vorschrift,Behörde,Zeitalter,einfordern,Rechtsstaatlichkeit,Meinungsfreiheit,Qualifikation,selber,Partner,beschäftigen,Amt,teilhaben,Standard,Datum
99,pascal-lechler,Pascal Lechler,SPD,Ostallgäu,631.4465,239.22769,0.0,0.0901552841403639,0.010729680349486702,0.017506631595071945,0.07406286208435256,Frieden,ausgerichtet,gleich,innerhalb,wert,herrschen,angemessen,Erfahrung,Außenpolitik,Bundeswehr,Ziel,arbeitnehmerfreundlich,ermöglichen,besonders,Übergangszeit,leistungsstarke,möglich,einfließen,Zweiklassenmedizin,männlich,ausgerichtete,Konzentration,Verteidigungspolitik,körperlich,vereinigt,Unterscheidung,Armee,Einkünfte,führend,Lebensverhältnis,arbeitend,Aufgrund,Kindertagesstätte,Europa,Kasse,70,48,Obergrenze,sinken,Universität
100,dominic-harapat,Dominic Harapat,DIE PARTEI,Lahn-Dill,-377.69534,-55.366207,0.011221056252711895,0.011020182852592278,0.01602947692591862,0.004890610478377795,0.023488225461851427,Lahn,Dill,Sammelheft,Kreis,Aßlar,Stempel,Hüttenberg,Renteneintritt,Flughafen,PARTEI,ausstatten,Gemeinde,nachempfinden,überteuet,bezieher,saufende,benennen,scheiße,bekommen,sehen,Agentur,Entschuldigung,Schusswaffe,Klaus,Ferner,Uran,Alkohol,Tankstelle,sozialverträglich,Türke,abgelehnt,antun,Windrad,würdevoll,Hotspots,WLAN,ersticken,Bürgermeister,Vogel,mehreren
101,norbert-peter,Norbert Peter,ÖDP,Amberg,-202.01302,-274.32657,0.01460612552809009,0.0,0.0249469166538266,0.010754546755739166,0.03122111990936761,extreme,wünschen,Leben,wahlverhalten,ausdrücken,Überhitzung,weitsichtig,entschlossen,entwicklungs,Klimapolitik,Schwellenland,Wechsel,Gewinnmaximierung,Ausdruck,Ungleichverteilung,kurzfristig,Anstrengung,Wofür,Gewässer,Hinblick,Begrenzung,Hoffnung,hierfür,Handelsabkommen,Unabhängigkeit,Faire,unbedingt,gebären,verpflichten,Planet,Lobbyist,betreiben,erforderlich,Ressource,Gemeinwohl,Einfluss,Miteinander,Klima,bedürfen,orientieren
102,christian-pohlmann,Christian Pohlmann,FDP,Rhein-Erft-Kreis I,-5.395992,-607.4935,0.06338353134185784,0.006739093851984641,0.04048106633854564,0.045809775936981836,0.013662760241637404,Terrorist,Hauptsache,bewegen,Kreis,Erft,Rad,Rhein,Zug,Demokrat,Kohle,frei,Region,zweitrangig,schnell,Digitalisierung,Gegenzug,Bauarbeiter,glasfaser,zustehen,Braunkohl,verlangen,Düsseldorf,Ruhrgebiet,Geld,Pendler,ähnlich,entfernt,Ergänzung,Ruf,respektieren,Bonn,verknüpfen,Glasfasernetz,Köln,Strukturwandel,150,liefern,Glasfaser,richten,enden
103,rudiger-warnecke,Rüdiger Warnecke,DIE GRÜNEN,Rhein-Erft-Kreis I,-173.57022,6.7268867,0.0,0.0,0.0,0.01982770166758592,0.0,ausformulieren,Ziel,000,gewöhnen,gewährleisten,gewähren,gewähltes,gewählt,gewiß,gewiss,gewinnen,gewerkschaftlich,gewaltsam,gewaltig,gewaltbereiten,getrennt,gesundheitlich,gesunde,gesund,gesteuerte,gestern,gestalten,gespalten,gesichert,gesetzlich,gesetzeswidrig,gesellschaftlich,geschützte,geschäftsmodell,gewünscht,gezielt,ggf,giftig,grundlegend,grundeinkommen,großzügig,großkonzerne,griechisch,grenzüberschreitend,greifen
104,alexander-reich,Alexander Reich,FDP,Traunstein,-691.29834,557.46454,0.0203362134692804,0.062560796564427,0.09121081865733258,0.011987213069901949,0.010658433428293614,blicken,Gefühl,Warum,glauben,Meinung,vertrauen,darum,wohlzufühlen,auseinandersetzen,öfteren,bohrend,pessimistisch,letzter,schon,Umfrage,Selbstbestimmtheit,wiedererlangen,schublade,Müller,postfaktisch,hören,aufzustehen,Faktum,ohnehin,morgens,Zuversicht,Gedanke,Zeit,Welt,ernst,anfangen,vergessen,Zukunft,ehrlich,anerkennen,vielleicht,leben,zählen,stecken,lohnen
105,wolfgang-wohrmann,Wolfgang Wöhrmann,MLPD,Bielefeld - Gütersloh II,236.35132,354.25812,0.046596446280813775,0.03931796750698272,0.025963618008601568,0.024273009164975816,0.0,Rebellion,Kampf,Jugend,Zukunft,aktiv,rückend,zukunftsträchtig,Alt,antifaschistischen,Rettung,Jung,bürgerlich,Sozialismus,Zahl,rechts,wachsend,lebenswerte,Mittelpunkt,Mut,Meinung,Regierung,jugendliche,echt,schon,Umwelt,gemeinsam,jung,Deshalb,Ziel,Kind,gewöhnen,gesund,gewährleisten,gewähren,gewaltbereiten,gewählt,gewiß,gewiss,gesunde,gesundheitlich
106,carmen-spiegelhalder-schafer,Carmen Maria Spiegelhalder-Schäfer,FREIE WÄHLER,Rottweil - Tuttlingen,-470.3885,-137.3152,0.0,0.03164296595707501,0.054065156745114834,0.008516387583565455,0.060090960818136835,jedermann,Finanzierung,möglichkeit,weiterführendes,wahlfreiheit,vorrangigen,Steuer,Judikative,Mittelständler,Altersversorgung,Transparent,koordinieren,Zukunftsperspektive,Klein,G9,gesichert,Exekutive,Vereinfachung,Einwanderungspolitik,Rückführung,saugen,Verhandlung,Schule,Gericht,Mitgliedsstaat,Kasse,arbeits,zügig,Abgabe,Fracking,Bildungspolitik,Orientierung,Einhaltung,Gesundheitspolitik,Steuerpolitik,Qualität,Verteilung,Weiterbildung,Privatisierung,Mitbestimmung
107,uwe-kekeritz,Uwe Kekeritz,DIE GRÜNEN,Fürth,672.6044,-432.1611,0.031821578928358414,0.08540769173212819,0.03102473951135985,0.21999213971157755,0.055116325603618274,grün,wofür,stärken,2030,Punkt,regieren,Sicherheitspolitik,Familie,beenden,steigen,Flüchtling,bekämpfen,ökologisch,sorgen,Landwirtschaft,Frau,Ackergifte,Erfüllung,verbindliches,Adoptionsrecht,Gleichberechtigt,dazugehört,staatsbürgerschaftsrecht,Juni,Asylrechtsverschärfung,rüstungsexporten,Alleinerziehende,Strombereich,verbindlichen,Klimaschutzziel,Zehn,klimafeindlichen,Wirtschaftsleistung,nachholen,Rüstungsexportgesetz,abgasfreie,schalten,Staatsbürger,Durchbruch,kinderarmut
108,martina-boswald,Martina Böswald,AfD,Waldshut,-673.16064,346.10867,0.017685744838263268,0.027842014246109964,0.06575166408818647,0.017398407801459195,0.08158636378109631,Recht,belegen,einfordern,folgen,Sicherheit,mutig,steigend,gegenüber,besonderer,Hand,Alter,rangieren,überschuldeten,bürgerkriegsähnlich,österreichisch,zutreffend,Entwertung,Selbstverständnis,positioniert,Schul,griechisch,Industriegesellschaft,Verkehrsprojekt,erarbeitet,Berufsbildung,gelebter,bestreiten,vorliegen,G20,äußern,Frühsexualisierung,Geld,bleiben,Grundbedürfnis,heimisch,Sicherheitskraft,neutral,verkommen,Gender,primär
109,christian-pape,Christian Pape,Parteilos,Berlin-Friedrichshain-Kreuzberg - Prenzlauer Berg Ost,-295.6535,465.3094,0.007932896971325336,0.011758049985279505,0.04193605230094928,0.008930220207299559,0.0049440910289857394,Herausforderung,Erneuerung,parteiübergreifend,Signal,Erststimme,Forderung,konkret,Wähler,verändern,lösen,wählen,Möglichkeit,parteiunabhängig,beunruhigen,senden,einzelbewerber,bessere,heutiger,kund,Neugestaltung,tiefgreifend,Prozess,zufrieden,Diskurs,bewältigen,Missstand,einfordern,obwohl,schauen,überwinden,Kandidatur,Ursache,etabliert,überzeugen,fest,Direktkandidat,legen,Sicht,zugleich,verlieren
110,dr-claudia-lucking-michel,Dr. Claudia Lücking-Michel,CDU,Bonn,248.56061,-786.3986,0.024572470294763456,0.06060801818324224,0.03270334319409818,0.01271116887425582,0.010502544166444227,Bonn,Stadt,international,ausbauen,Bund,UN,Standort,Campus,weiterentwickeln,Ausbau,Bonner,hinaus,besonders,vereint,Universität,Nation,sicherstellen,bieten,Möglichkeit,Seilbahn,Beethovens,Kulturangebot,Venusberg,KMUs,ausdrücklich,festhalten,setzen,Platz,darüber,hoffentlich,Berufsbildung,Sieg,Angebot,Infrastruktur,Alternative,fördern,Hauptstadt,Strategie,Schule,Verkehr
111,maximilian-funke-kaiser,Maximilian Funke-Kaiser,FDP,Augsburg-Stadt,-655.8902,-62.04827,0.027500540980367347,0.0,0.08851095430609962,0.0,0.00246008345377782,gerne,zurücknahme,vorrausetzt,Auszug,Mail,sämtlich,Privatleben,heftig,favorisieren,Thema,ungeachtet,ergeben,sobald,entschließen,Anregung,Widerstand,Bundestagskandidat,eventuell,Linie,richten,enorm,engagiert,beschäftigen,bereit,schreiben,eben,genau,verbinden,Mut,verteidigen,Person,Engagement,jedoch,Art,abgeordneter,Mittelstand,vertreten,Politiker,Schwerpunkt,bezahlbar
112,britta-haselmann,Britta Haßelmann,DIE GRÜNEN,Bielefeld - Gütersloh II,431.29745,-272.9391,0.008445132732129575,0.08920411890157998,0.059835129423808676,0.14994625365650474,0.04421798719649655,menschenrechtlich,strukturschwach,Whistleblower,Wohnort,humanitär,klimafeindlichen,Handelspolitik,Lobbyregister,Neustart,Verkehrswende,Trinkwasser,Kriterium,lebendig,Fahrrad,Garantierente,Chance,sauberes,Gleichstellung,Abkommen,Flüchtlingspolitik,transparent,Nahrung,menschenwürdig,anweisen,Kohle,ausrichten,Ausstieg,Bus,Selbstbestimmung,Alltag,Respekt,gesund,Vielfalt,Wasser,Boden,Bahn,Grundsicherung,Transparenz,Einwanderungsgesetz,Teilhabe
113,irmgard-freihoffer,M.A. Irmgard Freihoffer,DIE LINKE,Regensburg,-424.2633,437.9822,0.0077955173659151845,0.00808426329194251,0.062404814911694174,0.04163621594220867,0.09903734472246302,Mrd,Güterverkehr,Nato,Finanzmarkt,Kapital,Verkehr,Dokument,Aktie,Tagesordnungspunkt,möglichst,Bruttoinlandsprodukt,spekulativ,Finanzierung,Parteienfinanzierung,China,Entwicklungsland,Fallpauschalen,weit,Militärausgabe,Spende,Autoindustrie,erheben,hoch,zeigen,Wer,betroffen,Brüssel,Gesundheit,Pflege,Vorrang,erwirtschaften,begrenzen,wiederherstellen,Russland,Aufrüstung,Auswirkung,wachsen,Zugang,endlich,meisten
114,sabine-martiny,Sabine Martiny,PIRATEN,Paderborn - Gütersloh III,-536.32654,-337.22452,0.05838437325599779,0.05638319757099844,0.06138754451357702,0.0,0.0,Gläserner,durchlässiges,Bürgernähe,bedingungslos,Ehrlichkeit,begleiten,Gewissen,kostenfreie,Grundeinkommen,zurück,Transparenz,verändern,abgeordneter,einzeln,digital,handeln,statt,Schule,Staat,Zukunft,Bildung,gleichermaßen,gewerkschaftlich,gewaltsam,gewaltig,gewaltbereiten,getrennt,gesundheitlich,gesunde,gesund,gläsern,gläserne,glücklich,gesteuerte,gestern,gestalten,gespalten,go,greifen,gesichert
115,gabriela-heinrich,Gabriela Heinrich,SPD,Nürnberg-Nord,1212.0911,-56.843815,0.021476481649648733,0.16575969614560526,0.015392107308144862,0.023969957912412056,0.13216773005924498,Martin,Prozent,Schulz,Parteiprogramm,Bundeskanzler,abschaffen,investieren,angehörige,erhalten,Zeit,Konzept,Rente,gesetzlich,entlasten,regierungsprogramm,digitalere,durchgerechnete,durchgerechnetes,kämpfen,Erststudium,Zusatzbeitrag,erziehen,Wirtschaftsforschung,wovon,Städtebauförderung,Entwicklungszusammenarbeit,blau,Folgende,altersgerechten,gleich,Krippenplatz,Berufsschule,Ehegattensplitting,mindern,80,Nürnberger,vorlegen,erwerbstätig,Donald,Steuerkonzept
116,christel-hopf,Christel Hopf,PIRATEN,Duisburg I,-193.80093,-134.918,0.0,0.0,0.03100986287739776,0.0,0.0,antrete,devise,Duisburg,Duisburger,Geltung,Metropolregion,ganze,behalten,lokal,Potenzial,Blick,Kopf,Ebene,bundesweit,leisten,Wahl,dabei,Bürgerin,Thema,Stadt,kommen,einsetzen,leben,gewählt,gewiß,gewiss,gewinnen,gewerkschaftlich,gewaltsam,gewaltig,gewaltbereiten,getrennt,gleichsam,gewähltes,gesunde,greifen,gesund,gesteuerte,gestern,gestalten
117,eckhard-kneisel,Eckhard Kneisel,DIE GRÜNEN,Hamm - Unna II,-148.26945,511.5678,0.0,0.013386385116753972,0.03276906065980849,0.0524409839999822,0.020112288591407658,Problem,durchzulavieren,scheinbar,aufsteigen,woanders,Generation,letzter,irgendwie,Lebensmodell,Stadtentwicklung,beschreiben,Bürgerinitiative,Kommunalwahl,anrichten,pragmatisch,Sprecher,aussitzen,erhalten,Umbruch,Friedensbewegung,schalten,bewältigen,attac,tiefgreifend,unzählig,westlich,schwierig,Opfer,Welt,engagiere,Geburt,Leben,kandidiere,Naturschutz,Wählerin,ehrenamtlich,zuletzt,Krise,rund,dagegen
118,ulrich-wolfgang-kelber,Ulrich Kelber,SPD,Bonn,296.8462,-728.72235,0.014165979892674919,0.04994245586364647,0.02291864146835848,0.011571394347236669,0.012420923410888064,Bonn,setzen,Bund,Beethoven,Stadt,2021,Festspiel,Masterplan,Daher,Bonner,Investitionsprogramm,Wohnung,Polizistinnen,2020,NRW,Bundesland,Vertrag,zahlreich,Autobahn,unterstützen,Betreuung,Polizist,bewegen,bestehend,Schule,ausbauen,neu,Verkehr,daher,international,schlechten,digitale,dreispurig,aussortieren,nachschärfen,Ort,Berlin,finanziell,Bonnerinnen,Rheinbrücke
119,julia-verlinden,Dr. Julia Verlinden,DIE GRÜNEN,Lüchow-Dannenberg - Lüneburg,564.21844,-211.55171,0.0,0.0,0.0,0.21242530859476866,0.0,generationengerechtigkeit,Mitmachen,Gleichberechtigung,sauber,vielfältig,ebenso,Klimaschutz,Lebensgrundlage,Erhalt,natürlich,Mobilität,bezahlbar,Energiewende,offen,Landwirtschaft,kämpfen,sowie,Gesellschaft,gewiß,000,gewähltes,gewähren,gewährleisten,gewählt,gewiss,gewaltig,gewerkschaftlich,gewaltsam,gewaltbereiten,getrennt,gesundheitlich,gesunde,gesund,gesteuerte,gestern,gestalten,gespalten,gesichert,gewinnen,gewöhnen
120,katharina-ziolkowski,Dr. Katharina Ziolkowski,FDP,Berlin-Mitte,-728.652,-489.41635,0.07478007873014153,0.07714980469122469,0.07799604891528482,0.010827470643959142,0.012704134219740072,Cyber,Cyberpolitik,Zeitalter,online,IT,Datum,Selbstverantwortung,How,Know,Internet,Bürgerin,Dienstleistung,international,Fokus,Leben,Bildung,Bürger,Netz,bleiben,künftig,staatlich,digital,privat,Kind,effektiveren,effektiven,internets,suchmaschinen,breites,schneiden,positionieren,Ausgestaltung,Foto,kommunizieren,Neuland,Vorliebe,ungehindert,durchdringt,globalem,Sicherheits
121,volker-holzendorf,Volker Holzendorf,DIE GRÜNEN,Leipzig I,248.32635,-163.34755,0.037999856067339535,0.0,0.01365444098127385,0.06475631609331521,0.002390582510517847,Tür,durchgängige,dreckigsten,Radfahren,buchen,Treibhausgase,Erderhitzung,Leipzig,halt,Reduktion,2050,Mobilpass,Sonne,Radweg,Verkehrsmittel,Kohlekraftwerk,Sachsen,Verbindung,drastisch,verwenden,Wind,Zukunft,breit,unterschiedlich,Strom,Netz,Zusammenarbeit,Grenze,darum,grün,sofort,Klimaschutz,einzig,Idee,gute,bezahlen,aktiv,europäisch,sicher,gewöhnen
122,carsten-schneider,Carsten Schneider,SPD,Erfurt - Weimar - Weimarer Land II,920.4394,-45.21353,0.019739447146939808,0.09554594575651253,0.02852766384040342,0.006639143640359821,0.06821030117823247,Weimar,Erfurt,Telefon,zurückbekommt,Bund,bald,Fahrtzeit,Gera,Konsequent,blühen,Einkommen,ICE,sachgrundloser,froh,Fernverkehr,Kulturlandschaft,nahe,binden,Erbe,erkämpfen,arbeitend,zugehen,Strecke,alleine,Tasche,lebenswert,Auftrag,Geschäft,fangen,Schiene,West,Mandat,Steuerpolitik,etwa,Befristungen,Mitte,kurz,Jobs,Arbeit,alleinerziehend
123,konrad-maier,Konrad Maier,Parteilos,Märkischer Kreis II,-895.85406,280.03482,0.002140122242636645,0.037953557720589184,0.08839153667761593,0.021785577970940745,0.04277236357099976,Preissteigerung,derzeitig,Sozialarbeiter,Rentenbezüge,Anlaufstelle,Besserer,gering,Abgabenlast,48,Bargeld,Erhaltung,führen,Geld,Betreuung,derzeit,Zuwanderung,verdienen,stufenweise,privatisierbar,perfideren,Schutz,landen,Sämtliche,schöpfen,trinkwasser,ausliefern,Sobald,Einbuße,Luxemburg,unbegrenzt,Inflation,55,geordnet,Verkauf,dezentralen,untergraben,Wohnungsmarkt,ausgebildet,durchschnittlich,unmöglich
124,kenneth-kooter,Kenneth Kooter,FDP,Deggendorf,-726.79614,86.28532,0.017946387939033377,0.0072229470990907395,0.06072184383107679,0.0,0.024363565503986856,Personal,benötigen,aktuell,rentenpolitik,europäisch,verurteilen,Staatsanwaltschaft,Autokrat,Personengruppe,Schütze,unglaublich,Armee,hierbei,Kamera,Verteidigungspolitik,unternehmen,aufklären,Änderung,Gericht,Menge,solange,sammeln,Information,Flüchtlingspolitik,einbeziehen,verfolgen,überhaupt,Überwachung,Modell,Gut,Sicherheitspolitik,leider,Gemeinschaft,ausreichend,nötig,umsetzen,konsequent,Polizei,bedeuten,Bevölkerung
125,brigitte-muller,Brigitte Müller,DKP,Oberhavel - Havelland II,945.6974,-133.24138,0.0,0.19201498209148046,0.00397731095093898,0.0,0.00920573860741342,Schüler,Lernbedingung,Lehr,Schule,Lehrerin,verbessern,zähle,bildendes,niveauvolles,Pädagoge,Schülerinnen,Kommunist,Berufserfahrung,Brandenburg,qualitativ,hochwertig,erweitern,verbessert,langjährig,anstatt,Bildungssystem,allgemein,Geldbeutel,Reduzierung,kostenlos,Betreuung,Lehrer,individuell,schließen,voll,kennen,richtig,September,jugendliche,Herkunft,egal,wählen,24,bieten,Eltern
126,prof-dr-iur-heribert-hirte,Prof. Dr. Heribert Hirte,CDU,Köln II,-801.64874,-76.06835,0.013355598189621235,0.07133560646148839,0.05928189851131821,0.0,0.0035974985810913705,können,gehend,Wahlperiode,Staat,Familie,eintreten,Ende,bestmögliche,ausgelesen,überbordender,organisiertes,Zusammenleben,Ehemann,Startups,schutzbedürftig,Feststellung,Abstand,Rheinbrücke,festhalten,stellen,Weiterbau,Bundesverkehrswegeplan,mehreren,Allgemeinwohl,Koalitionspartner,festschreiben,Schwierigkeit,Herzensangelegenheit,Arbeits,fördern,Asylpolitik,Köln,teilweise,kaufen,verleihen,Ausbildungsplatz,Kasse,geflüchteter,Griechenland,bitten
